Position,Frequency,Percentage,Entropy,H-score,5-dist,cluster_477,cluster_28
16002,3,1.337387102238786e-05,0.0,0.0,2001,N,N
16001,1,4.45795700746262e-06,0.0,0.0,2001,N,N
15967,0,0.0,0.0,0.0,2001,N,N
15966,7,3.120569905223834e-05,0.0,0.0,2001,N,N
15965,1,4.45795700746262e-06,0.0,0.0,2001,N,N
15964,0,0.0,0.0,0.0,2001,N,N
15963,81,0.0003610945176044,0.2837689703721876,0.0147076988266702,2001,N,N
15962,1,4.45795700746262e-06,0.0,0.0,2001,N,N
15961,4,1.783182802985048e-05,0.8112781244591328,0.0020855769742597,2001,N,N
15960,677,0.0030180368940521,0.2181254577775019,0.0919787919421323,2001,Y,N
9522,0,0.0,0.0,0.0,2001,Y,N
9523,3,1.337387102238786e-05,1.584962500721156,0.0030548562458502,2001,Y,N
9524,8,3.566365605970096e-05,0.0,0.0,2001,Y,N
9525,4,1.783182802985048e-05,0.0,0.0,2001,Y,N
9526,2244,0.0100036555247461,0.0892358366141003,0.1233595590548313,2001,Y,N
9527,0,0.0,0.0,0.0,2001,Y,N
9528,0,0.0,0.0,0.0,2001,Y,N
9529,78,0.000347720646582,0.3334222629814053,0.0166300721174219,2001,Y,N
9530,30,0.0001337387102238,0.9182958340544894,0.0176100669976351,2001,Y,N
9531,7,3.120569905223834e-05,0.9852281360342516,0.0044287228297098,2001,Y,N
9532,634,0.0028263447427313,0.1442651659584085,0.05765725585959,2001,Y,N
15968,0,0.0,0.0,0.0,2001,N,N
15969,7,3.120569905223834e-05,0.0,0.0,2001,N,N
15970,9,4.012161306716358e-05,0.0,0.0,2001,N,N
15992,0,0.0,0.0,0.0,2001,N,N
16000,2,8.91591401492524e-06,0.0,0.0,2001,N,N
15999,7,3.120569905223834e-05,0.0,0.0,2001,N,N
15998,0,0.0,0.0,0.0,2001,N,N
15997,0,0.0,0.0,0.0,2001,N,N
15996,20,8.91591401492524e-05,0.4689955935892811,0.0060200866787038,2001,N,N
15995,0,0.0,0.0,0.0,2001,N,N
15994,0,0.0,0.0,0.0,2001,N,N
15993,10,4.45795700746262e-05,0.0,0.0,2001,N,N
15991,0,0.0,0.0,0.0,2001,N,N
15981,221,0.0009852084986492,0.3405959118295909,0.0476162778064614,2001,N,N
15990,13,5.7953441097014063e-05,0.6193821946787638,0.0051693291930212,2001,N,N
15989,3,1.337387102238786e-05,0.0,0.0,2001,N,N
15988,10,4.45795700746262e-05,0.0,0.0,2001,N,N
15987,0,0.0,0.0,0.0,2001,N,N
15986,0,0.0,0.0,0.0,2001,N,N
15985,0,0.0,0.0,0.0,2001,N,N
15984,34,0.0001515705382537,0.6024308020404453,0.0131135783560023,2001,N,N
15983,0,0.0,0.0,0.0,2001,N,N
9388,29,0.0001292807532164,0.6631968402398287,0.0123167375789112,2001,N,N
9387,0,0.0,0.0,0.0,2001,N,N
9386,4,1.783182802985048e-05,0.8112781244591328,0.0020855769742597,2001,N,N
9335,35,0.0001560284952611,1.448815635725185,0.03224990551891,2001,N,N
9309,5,2.22897850373131e-05,0.7219280948873623,0.0023196644747125,2001,N,N
9310,18,8.024322613432716e-05,0.9444885341662054,0.0108927879781627,2001,N,N
16034,0,0.0,0.0,0.0,2001,N,N
16033,0,0.0,0.0,0.0,2001,N,N
16032,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9320,0,0.0,0.0,0.0,2001,N,N
9321,0,0.0,0.0,0.0,2001,N,N
9322,14,6.241139810447668e-05,0.0,0.0,2001,N,N
9323,0,0.0,0.0,0.0,2001,N,N
9324,0,0.0,0.0,0.0,2001,N,N
9325,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9326,20,8.91591401492524e-05,0.8112781244591328,0.0103978656451905,2001,N,N
9327,3,1.337387102238786e-05,0.9182958340544894,0.0017707112141762,2001,N,N
9328,18,8.024322613432716e-05,0.6143694458867569,0.0070948661651752,2001,N,N
9329,16,7.132731211940191e-05,0.0,0.0,2001,N,N
9330,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9331,12,5.349548408955144e-05,1.0408520829727554,0.0080107721118654,2001,N,N
9332,70,0.0003120569905223,0.5535072654547254,0.0247063053318616,2001,N,N
9333,70,0.0003120569905223,0.0,0.0,2001,N,N
9308,14,6.241139810447668e-05,0.0,0.0,2001,N,N
9307,3,1.337387102238786e-05,0.0,0.0,2001,N,N
9306,4,1.783182802985048e-05,0.0,0.0,2001,N,N
9295,3,1.337387102238786e-05,0.0,0.0,2001,N,N
9287,0,0.0,0.0,0.0,2001,N,N
9288,0,0.0,0.0,0.0,2001,N,N
9289,23,0.0001025330111716,0.4262286569981448,0.0062912020320127,2001,N,N
9290,26,0.000115906882194,0.9957274520849256,0.0165550341055392,2001,N,N
9291,63,0.0002808512914701,0.3999380474390278,0.0161144675235514,2001,N,N
9292,15,6.68693551119393e-05,0.3533593350214213,0.0034049101177632,2001,N,N
9293,7,3.120569905223834e-05,0.9852281360342516,0.0044287228297098,2001,N,N
9294,23,0.0001025330111716,0.0,0.0,2001,N,N
9296,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9305,12,5.349548408955144e-05,0.4138168503036338,0.003190212176982,2001,N,N
9297,0,0.0,0.0,0.0,2001,N,N
9298,73,0.0003254308615447,0.0,0.0,2001,N,N
9299,0,0.0,0.0,0.0,2001,N,N
9300,14,6.241139810447668e-05,0.8631205685666311,0.0077507332913882,2001,N,N
9301,12,5.349548408955144e-05,0.0,0.0,2001,N,N
9302,4,1.783182802985048e-05,0.0,0.0,2001,N,N
9303,10,4.45795700746262e-05,0.4689955935892811,0.0030131834188819,2001,N,N
9304,7,3.120569905223834e-05,0.9852281360342516,0.0044287228297098,2001,N,N
9334,18,8.024322613432716e-05,0.0,0.0,2001,N,N
9336,0,0.0,0.0,0.0,2001,N,N
9385,14,6.241139810447668e-05,0.940285958670631,0.0084416469945473,2001,N,N
9337,12,5.349548408955144e-05,0.6500224216483541,0.0050080193480452,2001,N,N
9366,0,0.0,0.0,0.0,2001,N,N
9367,0,0.0,0.0,0.0,2001,N,N
9368,30,0.0001337387102238,1.2419460322060458,0.0237657965236254,2001,N,N
9369,3,1.337387102238786e-05,0.0,0.0,2001,N,N
9370,12,5.349548408955144e-05,0.8112781244591328,0.0062477078527418,2001,N,N
9371,0,0.0,0.0,0.0,2001,N,N
9372,6,2.674774204477572e-05,0.6500224216483541,0.0025061827116783,2001,N,N
9373,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9374,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9375,0,0.0,0.0,0.0,2001,N,N
9376,18,8.024322613432716e-05,0.6500224216483541,0.0075055249564284,2001,N,N
9377,15,6.68693551119393e-05,0.3533593350214213,0.0034049101177632,2001,N,N
9378,0,0.0,0.0,0.0,2001,N,N
9379,67,0.0002986831194999,0.9804679314541814,0.0416423978844023,2001,N,N
9380,0,0.0,0.0,0.0,2001,N,N
9381,0,0.0,0.0,0.0,2001,N,N
9382,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9383,18,8.024322613432716e-05,0.9910760598382222,0.0114279594507435,2001,N,N
9384,68,0.0003031410765074,0.0,0.0,2001,N,N
9365,86,0.0003833843026417,0.1593500626856344,0.0087869441601301,2001,N,N
9364,6,2.674774204477572e-05,0.6500224216483541,0.0025061827116783,2001,N,N
9363,12,5.349548408955144e-05,0.0,0.0,2001,N,N
9352,49,0.0002184398933656,0.0,0.0,2001,N,N
9338,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9339,14,6.241139810447668e-05,0.0,0.0,2001,N,N
16031,0,0.0,0.0,0.0,2001,N,N
16030,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9348,94,0.0004190479587014,0.0,0.0,2001,N,N
9349,32,0.0001426546242388,0.0,0.0,2001,N,N
9350,0,0.0,0.0,0.0,2001,N,N
9351,11,4.903752708208882e-05,0.9940302114769566,0.0070153016192663,2001,N,N
9353,13,5.7953441097014063e-05,0.7793498372920851,0.0065014060275883,2001,N,N
9362,0,0.0,0.0,0.0,2001,N,N
9354,3,1.337387102238786e-05,0.0,0.0,2001,N,N
9355,42,0.0001872341943134,0.6500224216483541,0.0174525353375413,2001,N,N
9356,3,1.337387102238786e-05,0.0,0.0,2001,N,N
9357,0,0.0,0.0,0.0,2001,N,N
9358,18,8.024322613432716e-05,0.0,0.0,2001,N,N
9359,9,4.012161306716358e-05,0.5032583347756457,0.0029100859440006,2001,N,N
9360,98,0.0004368797867313,0.0,0.0,2001,N,N
9361,4,1.783182802985048e-05,1.0,0.0025702980117254,2001,N,N
9533,11,4.903752708208882e-05,0.0,0.0,2001,Y,N
9535,29,0.0001292807532164,1.1783043483886713,0.0218111643244604,2001,Y,N
9285,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9658,13,5.7953441097014063e-05,1.5262349099495225,0.0127046150877387,2001,N,N
9660,6,2.674774204477572e-05,1.459147917027245,0.0056197223295649,2001,N,N
9661,287,0.0012794336611417,0.0,0.0,2001,N,N
9662,4,1.783182802985048e-05,1.5,0.0038537318435671,2001,N,N
9663,18,8.024322613432716e-05,0.0,0.0,2001,N,N
9664,2,8.91591401492524e-06,1.0,0.0012857214094898,2001,N,N
9665,109,0.0004859173138134,0.4422615143479817,0.0306754376095388,2001,N,N
9666,6,2.674774204477572e-05,0.0,0.0,2001,N,N
9667,17,7.578526912686455e-05,0.9975025463691152,0.0108651806163699,2001,N,N
9668,6,2.674774204477572e-05,0.6500224216483541,0.0025061827116783,2001,N,N
9669,0,0.0,0.0,0.0,2001,N,N
9670,5,2.22897850373131e-05,0.0,0.0,2001,N,N
9671,15,6.68693551119393e-05,0.5665095065529053,0.0054549097729652,2001,N,N
9672,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9673,4,1.783182802985048e-05,0.8112781244591328,0.0020855769742597,2001,N,N
9674,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9675,0,0.0,0.0,0.0,2001,N,N
9676,19,8.470118314178978e-05,0.9980008838722996,0.0121441126844339,2001,N,N
9677,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9678,326,0.0014532939844328,0.0,0.0,2001,N,N
9659,7,3.120569905223834e-05,0.9852281360342516,0.0044287228297098,2001,N,N
9657,5,2.22897850373131e-05,0.9709505944546688,0.0031189471672881,2001,N,N
9536,32,0.0001426546242388,0.0,0.0,2001,Y,N
9656,10,4.45795700746262e-05,1.1567796494470397,0.0074206791153973,2001,N,N
9637,12,5.349548408955144e-05,0.6500224216483541,0.0050080193480452,2001,N,N
9638,11,4.903752708208882e-05,0.0,0.0,2001,N,N
9639,0,0.0,0.0,0.0,2001,N,N
9640,22,9.807505416417764e-05,0.0,0.0,2001,N,N
9641,51,0.0002273558073805,0.0,0.0,2001,N,N
9642,22,9.807505416417764e-05,1.0957952550009338,0.0154219470980131,2001,N,N
9643,26,0.000115906882194,1.3896749186460426,0.0230527413969699,2001,N,N
9644,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9645,0,0.0,0.0,0.0,2001,N,N
9646,43,0.0001916921513208,1.031214401340847,0.0282403651377,2001,N,N
9647,0,0.0,0.0,0.0,2001,N,N
9648,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9649,0,0.0,0.0,0.0,2001,N,N
9650,285,0.0012705177471268,0.0602978188014981,0.0110102862475644,2001,N,N
9651,9,4.012161306716358e-05,0.0,0.0,2001,N,N
9652,228,0.0010164141977014,0.3035765766636732,0.043842753082437,2001,N,N
9653,36,0.0001604864522686,0.964078764808229,0.0221506847654507,2001,N,N
9654,8,3.566365605970096e-05,0.0,0.0,2001,N,N
9655,8,3.566365605970096e-05,0.8112781244591328,0.0041681433654477,2001,N,N
9679,108,0.0004814593568059,0.228538143953528,0.0157875390537426,2001,N,N
9680,0,0.0,0.0,0.0,2001,N,N
9681,0,0.0,0.0,0.0,2001,N,N
9682,0,0.0,0.0,0.0,2001,N,N
9713,14,6.241139810447668e-05,0.3712323266408757,0.0033387323986151,2001,N,N
9714,97,0.0004324218297238,0.0,0.0,2001,N,N
9715,3,1.337387102238786e-05,0.0,0.0,2001,N,N
9716,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9717,5,2.22897850373131e-05,0.9709505944546688,0.0031189471672881,2001,N,N
9718,25,0.0001114489251865,0.904381457724494,0.0144684674527592,2001,N,N
9719,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9720,0,0.0,0.0,0.0,2001,N,N
9721,36,0.0001604864522686,0.1831220683013728,0.0042336623153918,2001,N,N
9722,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9723,26,0.000115906882194,0.930586129131993,0.0154777781384557,2001,N,N
9724,336,0.0014978735545074,0.0931713179954893,0.0199948856693577,2001,N,N
9725,12,5.349548408955144e-05,0.0,0.0,2001,N,N
9726,11,4.903752708208882e-05,0.4394969869215133,0.0031059283244247,2001,N,N
9727,7,3.120569905223834e-05,0.0,0.0,2001,N,N
9728,0,0.0,0.0,0.0,2001,N,N
9729,0,0.0,0.0,0.0,2001,N,N
9730,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9731,6,2.674774204477572e-05,0.0,0.0,2001,N,N
9712,57,0.0002541035494253,0.6100376546373177,0.0221920486242612,2001,N,N
9711,377,0.0016806497918134,0.0669262424460129,0.016136788791203,2001,N,N
9710,3,1.337387102238786e-05,0.0,0.0,2001,N,N
15925,1949,0.0086885582075446,0.0166010364450594,0.0206606512941444,2001,N,N
9683,65,0.000289767205485,0.3912435636292556,0.0162637518468839,2001,N,N
9684,19,8.470118314178978e-05,0.0,0.0,2001,N,N
9685,318,0.0014176303283731,0.0613272432593096,0.0124884896096027,2001,N,N
9686,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9687,2,8.91591401492524e-06,0.0,0.0,2001,N,N
15928,35,0.0001560284952611,0.0,0.0,2001,N,N
15927,3,1.337387102238786e-05,0.9182958340544894,0.0017707112141762,2001,N,N
15926,0,0.0,0.0,0.0,2001,N,N
15924,193,0.0008603857024402,0.0,0.0,2001,N,N
15915,11,4.903752708208882e-05,0.8658566174572236,0.0061126384903513,2001,N,N
15923,1,4.45795700746262e-06,0.0,0.0,2001,N,N
15922,3,1.337387102238786e-05,0.0,0.0,2001,N,N
15921,277,0.0012348540910671,0.4127752511414576,0.071723850200669,2001,N,N
15920,0,0.0,0.0,0.0,2001,N,N
15919,23,0.0001025330111716,0.4262286569981448,0.0062912020320127,2001,N,N
15918,24,0.0001069909681791,0.0,0.0,2001,N,N
15917,4,1.783182802985048e-05,0.8112781244591328,0.0020855769742597,2001,N,N
15916,4,1.783182802985048e-05,0.0,0.0,2001,N,N
9636,16,7.132731211940191e-05,0.0,0.0,2001,N,N
9635,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9634,30,0.0001337387102238,0.5608251769947301,0.0107804166663102,2001,N,N
9582,0,0.0,0.0,0.0,2001,N,N
9560,9,4.012161306716358e-05,0.5032583347756457,0.0029100859440006,2001,N,N
9561,264,0.0011769006499701,0.0,0.0,2001,N,N
9562,35,0.0001560284952611,0.5007115883735379,0.0112272948891289,2001,N,N
9563,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9564,0,0.0,0.0,0.0,2001,N,N
9565,736,0.0032810563574924,0.014898473452476,0.0070351065789007,2001,N,N
9566,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9567,0,0.0,0.0,0.0,2001,N,N
9568,22,9.807505416417764e-05,0.0,0.0,2001,N,N
9569,8,3.566365605970096e-05,0.0,0.0,2001,N,N
9570,0,0.0,0.0,0.0,2001,N,N
9571,11,4.903752708208882e-05,0.8658566174572236,0.0061126384903513,2001,N,N
9572,11,4.903752708208882e-05,0.4394969869215133,0.0031059283244247,2001,N,N
9573,0,0.0,0.0,0.0,2001,N,N
9574,3,1.337387102238786e-05,0.9182958340544894,0.0017707112141762,2001,N,N
9575,18,8.024322613432716e-05,0.9910760598382222,0.0114279594507435,2001,N,N
9576,2,8.91591401492524e-06,0.0,0.0,2001,N,N
15959,0,0.0,0.0,0.0,2001,Y,N
9580,17,7.578526912686455e-05,0.0,0.0,2001,N,N
9559,4026,0.0179477349120445,0.0,0.0,2001,N,N
9558,0,0.0,0.0,0.0,2001,N,N
9557,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9546,3,1.337387102238786e-05,0.9182958340544894,0.0017707112141762,2001,N,N
9537,4,1.783182802985048e-05,0.8112781244591328,0.0020855769742597,2001,Y,N
9538,25,0.0001114489251865,0.2422921890824148,0.0038904884359211,2001,Y,N
9539,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9540,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9541,200,0.0008915914014925,0.1414405425418206,0.0180796584744674,2001,N,N
9542,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9543,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9544,6,2.674774204477572e-05,0.0,0.0,2001,N,N
9547,0,0.0,0.0,0.0,2001,N,N
9556,5,2.22897850373131e-05,1.370950594454669,0.004401893225864,2001,N,N
9548,0,0.0,0.0,0.0,2001,N,N
9549,7,3.120569905223834e-05,0.0,0.0,2001,N,N
9550,24,0.0001069909681791,0.0,0.0,2001,N,N
9551,0,0.0,0.0,0.0,2001,N,N
9552,0,0.0,0.0,0.0,2001,N,N
9553,9,4.012161306716358e-05,1.5304930567574826,0.0088319027024309,2001,N,N
9554,11,4.903752708208882e-05,0.0,0.0,2001,N,N
9555,5,2.22897850373131e-05,0.0,0.0,2001,N,N
9581,4,1.783182802985048e-05,0.8112781244591328,0.0020855769742597,2001,N,N
9583,13,5.7953441097014063e-05,0.0,0.0,2001,N,N
9633,0,0.0,0.0,0.0,2001,N,N
9584,24,0.0001069909681791,1.0,0.015353545071238,2001,N,N
15943,5,2.22897850373131e-05,0.0,0.0,2001,N,N
15942,26,0.000115906882194,1.3346791410515946,0.0221474053708728,2001,N,N
15941,4,1.783182802985048e-05,0.0,0.0,2001,N,N
15929,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9618,0,0.0,0.0,0.0,2001,N,N
9619,8,3.566365605970096e-05,0.954434002924965,0.0049023940016634,2001,N,N
9620,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9621,5,2.22897850373131e-05,0.7219280948873623,0.0023196644747125,2001,N,N
9622,13,5.7953441097014063e-05,0.3912435636292556,0.0032674509733306,2001,N,N
9623,25,0.0001114489251865,1.0211191885631823,0.0163255306446577,2001,N,N
9624,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9625,17,7.578526912686455e-05,0.5225593745369408,0.005702121171853,2001,N,N
9626,2,8.91591401492524e-06,1.0,0.0012857214094898,2001,N,N
9627,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9628,8,3.566365605970096e-05,0.954434002924965,0.0049023940016634,2001,N,N
9629,19,8.470118314178978e-05,0.4854607607459134,0.0059200692096341,2001,N,N
9630,5,2.22897850373131e-05,0.0,0.0,2001,N,N
9631,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9632,0,0.0,0.0,0.0,2001,N,N
15944,0,0.0,0.0,0.0,2001,N,N
15945,18,8.024322613432716e-05,0.9182958340544894,0.0105918136630042,2001,Y,N
15946,1,4.45795700746262e-06,0.0,0.0,2001,Y,N
15956,1,4.45795700746262e-06,0.0,0.0,2001,Y,N
9585,23,0.0001025330111716,0.0,0.0,2001,N,N
9586,11,4.903752708208882e-05,0.0,0.0,2001,N,N
9587,28,0.0001248227962089,0.0,0.0,2001,N,N
9588,41,0.0001827762373059,0.1654270339962668,0.0043555701332118,2001,N,N
9589,2,8.91591401492524e-06,1.0,0.0012857214094898,2001,N,N
9590,3,1.337387102238786e-05,0.0,0.0,2001,N,N
15958,10,4.45795700746262e-05,0.0,0.0,2001,Y,N
15957,161,0.0007177310782014,0.9694787061136768,0.0970477656468349,2001,Y,N
15955,1,4.45795700746262e-06,0.0,0.0,2001,Y,N
15947,0,0.0,0.0,0.0,2001,Y,N
9597,0,0.0,0.0,0.0,2001,N,N
15954,22,9.807505416417764e-05,1.143320102127766,0.0160870842989953,2001,Y,N
15953,0,0.0,0.0,0.0,2001,Y,N
15952,17618,0.0785402865574764,0.1102059620721066,0.8996093671560678,2001,Y,N
15951,117,0.0005215809698731,0.5032583347756457,0.0373808120411012,2001,Y,N
15950,6,2.674774204477572e-05,0.0,0.0,2001,Y,N
15949,10,4.45795700746262e-05,0.9709505944546688,0.0062311660588194,2001,Y,N
15948,2,8.91591401492524e-06,0.0,0.0,2001,Y,N
9286,4500,0.0200608065335817,0.0,0.0,2001,N,N
9284,0,0.0,0.0,0.0,2001,N,N
9733,111,0.0004948332278283,0.0741494835779208,0.0052837953833608,2001,N,N
8972,60,0.0002674774204477,0.1222915970693747,0.0047113888977793,2001,N,N
8974,49,0.0002184398933656,0.0,0.0,2001,N,N
8975,1,4.45795700746262e-06,0.0,0.0,2001,N,N
8976,34,0.0001515705382537,1.0827203878670804,0.0234836827905481,2001,N,N
8977,24,0.0001069909681791,0.9182958340544894,0.0141052080228937,2001,N,N
8978,0,0.0,0.0,0.0,2001,N,N
8979,0,0.0,0.0,0.0,2001,N,N
8980,117,0.0005215809698731,0.0,0.0,2001,N,N
8981,9,4.012161306716358e-05,0.5032583347756457,0.0029100859440006,2001,Y,N
8982,273,0.0012170222630372,0.3108558118112384,0.0535727086621823,2001,Y,N
8983,59,0.0002630194634402,1.071346851489904,0.0400907600465008,2001,Y,N
8984,15,6.68693551119393e-05,0.5665095065529053,0.0054549097729652,2001,Y,N
8985,7,3.120569905223834e-05,0.8631205685666311,0.0038805716433381,2001,Y,N
8986,95528,0.4258597170088892,0.0011122651274447,0.0667669049762581,2001,Y,N
8987,2,8.91591401492524e-06,1.0,0.0012857214094898,2001,Y,N
8988,0,0.0,0.0,0.0,2001,Y,N
8989,2,8.91591401492524e-06,0.0,0.0,2001,Y,N
8990,455,0.0020283704383954,0.1146755053361467,0.03317338692303,2001,Y,N
8991,1449,0.0064595797038133,0.0,0.0,2001,N,N
8992,8,3.566365605970096e-05,0.5435644431995964,0.002794028493279,2001,N,N
8973,10,4.45795700746262e-05,0.4689955935892811,0.0030131834188819,2001,N,N
8971,2,8.91591401492524e-06,0.0,0.0,2001,N,N
9043,12,5.349548408955144e-05,1.2806721295208872,0.0098502254114442,2001,N,N
8970,7,3.120569905223834e-05,0.0,0.0,2001,N,N
8951,0,0.0,0.0,0.0,2001,N,N
8952,1,4.45795700746262e-06,0.0,0.0,2001,N,N
8953,20,8.91591401492524e-05,0.0,0.0,2001,N,N
8954,0,0.0,0.0,0.0,2001,N,N
8955,0,0.0,0.0,0.0,2001,N,N
8956,518,0.0023092217298656,0.0,0.0,2001,N,N
8957,1,4.45795700746262e-06,0.0,0.0,2001,N,N
8958,18,8.024322613432716e-05,0.5032583347756457,0.0058143137162888,2001,N,N
8959,3,1.337387102238786e-05,0.0,0.0,2001,N,N
8960,16,7.132731211940191e-05,0.0,0.0,2001,N,N
8961,7,3.120569905223834e-05,0.0,0.0,2001,N,N
8962,7,3.120569905223834e-05,0.5916727785823274,0.0026612729558489,2001,N,N
8963,18,8.024322613432716e-05,1.38210225325431,0.0159120411329178,2001,N,N
8964,417,0.0018589680721119,0.0,0.0,2001,N,N
8965,13,5.7953441097014063e-05,0.6193821946787638,0.0051693291930212,2001,N,N
8966,4,1.783182802985048e-05,0.0,0.0,2001,N,N
8967,6,2.674774204477572e-05,0.0,0.0,2001,N,N
8968,6,2.674774204477572e-05,0.6500224216483541,0.0025061827116783,2001,N,N
8969,6,2.674774204477572e-05,0.9182958340544894,0.0035392517859595,2001,N,N
8993,3,1.337387102238786e-05,0.0,0.0,2001,N,N
8994,100,0.0004457957007462,0.0,0.0,2001,N,N
8995,8,3.566365605970096e-05,0.0,0.0,2001,N,N
8996,8,3.566365605970096e-05,1.0,0.0051360249364452,2001,N,N
9019,33,0.0001471125812462,0.1959092708736049,0.0041519705007438,2001,N,N
9020,0,0.0,0.0,0.0,2001,N,N
9021,0,0.0,0.0,0.0,2001,N,N
9022,8,3.566365605970096e-05,0.0,0.0,2001,N,N
9023,6,2.674774204477572e-05,0.0,0.0,2001,N,N
9028,8,3.566365605970096e-05,0.5435644431995964,0.002794028493279,2001,N,N
9029,1,4.45795700746262e-06,0.0,0.0,2001,N,N
9030,0,0.0,0.0,0.0,2001,N,N
9031,3,1.337387102238786e-05,0.9182958340544894,0.0017707112141762,2001,N,N
9032,0,0.0,0.0,0.0,2001,N,N
9033,9,4.012161306716358e-05,0.0,0.0,2001,N,N
9034,6,2.674774204477572e-05,0.6500224216483541,0.0025061827116783,2001,N,N
9035,0,0.0,0.0,0.0,2001,N,N
9036,14,6.241139810447668e-05,0.9852281360342516,0.0088438921530074,2001,N,N
9037,19,8.470118314178978e-05,0.2974722489192897,0.0036304788947806,2001,N,N
